"Month","Day","Year","Date","Victims_Killed","Victims_Wounded","Number_Victims","Media_Attention","Quarter","State","School_Level","During_School","Time_Period","Age","Weapon_Type","AgeGroup"
9,12,2004,"9/12/2004",0,1,1,NA,"Fall","LA","High School","No","Not a School Day","34","Handgun","Adult"
8,30,2004,"8/30/2004",1,0,1,NA,"Summer","IL","High School","Yes","Dismissal","Adult","Handgun","Adult"
8,24,2004,"8/24/2004",0,0,0,NA,"Summer","TN","High School","Yes",NA,"16","Handgun","Teen"
8,3,2004,"8/3/2004",0,1,1,NA,"Summer","AL","High School","Yes","Morning Classes","17","Handgun","Teen"
5,24,2004,"5/24/2004",1,0,1,NA,"Spring","UT","High School","No","Before School","52","Handgun","Adult"
5,12,2004,"5/12/2004",0,2,2,NA,"Spring","CA","K-12th","No","Evening","20","Shotgun","Adult"
5,7,2004,"5/7/2004",0,4,4,NA,"Spring","MD","High School","No","After School","17","Handgun","Teen"
5,7,2004,"5/7/2004",0,4,4,NA,"Spring","MD","High School","No","After School","21","Handgun","Adult"
3,17,2004,"3/17/2004",0,0,0,NA,"Spring","WA","Junior High","Yes","Morning Classes","13","Rifle","Teen"
2,20,2004,"2/20/2004",1,0,1,NA,"Winter","LA","K-12th","Yes","Morning Classes","41","Handgun","Adult"
2,13,2004,"2/13/2004",0,1,1,NA,"Winter","OH","High School","Yes","Lunch","17","Handgun","Teen"
2,9,2004,"2/9/2004",0,1,1,NA,"Winter","NY","High School","Yes","Morning Classes","16","Shotgun","Teen"
2,6,2004,"2/6/2004",0,0,0,NA,"Winter","LA","High School","Yes",NA,"Adult","Handgun","Adult"
2,3,2004,"2/3/2004",0,0,0,NA,"Winter","TX","Elementary","Yes","Afternoon Classes","12","Handgun","Teen"
2,2,2004,"2/2/2004",1,0,1,NA,"Winter","DC","High School","Yes","Morning Classes","18","Handgun","Teen"
1,21,2004,"1/21/2004",1,0,1,"Local","Winter","NV","Elementary","No","After School","40","Handgun","Adult"
1,15,2004,"1/15/2004",0,1,1,NA,"Winter","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
12,22,2003,"12/22/2003",0,1,1,NA,"Winter","NJ","High School","No","Evening","23","Handgun","Adult"
12,17,2003,"12/17/2003",0,0,0,NA,"Winter","MD","High School","Yes","Morning Classes",NA,"Handgun",NA
12,5,2003,"12/5/2003",0,1,1,NA,"Winter","IL","High School","No","Sport Event","17","Handgun","Teen"
12,4,2003,"12/4/2003",0,1,1,NA,"Winter","OK","High School","Yes","Afternoon Classes","18","Handgun","Teen"
12,2,2003,"12/2/2003",0,0,0,NA,"Winter","IL","Elementary","No","Evening","Adult","Handgun","Adult"
11,13,2003,"11/13/2003",0,2,2,NA,"Fall","NC","High School","Yes","Morning Classes","15","Handgun","Teen"
11,8,2003,"11/8/2003",1,0,1,NA,"Fall","TX","High School","No","Sport Event","21","Handgun","Adult"
10,30,2003,"10/30/2003",1,1,2,NA,"Fall","DC","High School","No","School Event",NA,"Handgun",NA
10,29,2003,"10/29/2003",0,0,0,NA,"Fall","LA","High School","Yes","Morning Classes","14","Handgun","Teen"
10,7,2003,"10/7/2003",0,1,1,NA,"Fall","OH","High School","Yes","Afternoon Classes","17","Handgun","Teen"
10,1,2003,"10/1/2003",0,1,1,NA,"Fall","CA","High School","Yes","Morning Classes","18","Shotgun","Teen"
9,25,2003,"9/25/2003",0,0,0,NA,"Fall","NC","Middle school","Yes","School Start","13","Handgun","Teen"
9,24,2003,"9/24/2003",2,0,2,NA,"Fall","MN","High School","Yes","Morning Classes","16","Handgun","Teen"
9,22,2003,"9/22/2003",0,1,1,NA,"Fall","WA","High School","Yes","Lunch","16","Handgun","Teen"
9,17,2003,"9/17/2003",0,2,2,NA,"Fall","MA","K-12th","No","Dismissal","14","Handgun","Teen"
9,17,2003,"9/17/2003",0,0,0,NA,"Fall","MD","Middle school","Yes","Morning Classes","13","Handgun","Teen"
9,10,2003,"9/10/2003",1,0,1,NA,"Fall","MS","High School","Yes","Afternoon Classes","20","Handgun","Adult"
4,24,2003,"4/24/2003",1,0,1,NA,"Spring","PA","Junior High","Yes","School Start","14","Multiple Handguns","Teen"
4,14,2003,"4/14/2003",1,4,5,NA,"Spring","LA","High School","Yes","Morning Classes","17","Multiple Rifles","Teen"
4,14,2003,"4/14/2003",1,4,5,NA,"Spring","LA","High School","Yes","Morning Classes","17","Multiple Rifles","Teen"
4,14,2003,"4/14/2003",1,4,5,NA,"Spring","LA","High School","Yes","Morning Classes","18","Multiple Rifles","Teen"
4,14,2003,"4/14/2003",0,1,1,NA,"Spring","LA","High School","Yes","Morning Classes","18","Handgun","Teen"
4,10,2003,"4/10/2003",0,0,0,"Local","Spring","CA","High School","Yes","Lunch","18","Handgun","Teen"
4,1,2003,"4/1/2003",0,1,1,NA,"Spring","DC","High School","Yes","Lunch","15","Handgun","Teen"
3,30,2003,"3/30/2003",1,0,1,NA,"Spring","CA","High School","No","Not a School Day","20","Handgun","Adult"
3,21,2003,"3/21/2003",0,0,0,NA,"Spring","MS","High School","Yes","Morning Classes","15","Handgun","Teen"
3,18,2003,"3/18/2003",0,0,0,NA,"Spring","IA","High School","Yes","Afternoon Classes","17","Rifle","Teen"
2,5,2003,"2/5/2003",0,0,0,NA,"Winter","CO","High School","Yes","Morning Classes","14","Handgun","Teen"
1,30,2003,"1/30/2003",0,0,0,NA,"Winter","OK","High School","Yes","Dismissal","17","Handgun","Teen"
1,21,2003,"1/21/2003",0,0,0,NA,"Winter","KY","Middle school","Yes","Morning Classes","12","Handgun","Teen"
12,16,2002,"12/16/2002",1,1,2,NA,"Winter","IL","High School","No","After School","17","Handgun","Teen"
12,12,2002,"12/12/2002",0,0,0,NA,"Winter","WA","Middle school","No","After School","13","Rifle","Teen"
12,2,2002,"12/2/2002",0,0,0,NA,"Winter","MI","High School","Yes","Morning Classes","15","Handgun","Teen"
11,15,2002,"11/15/2002",0,0,0,NA,"Fall","TX","High School","Yes","Morning Classes","18","Shotgun","Teen"
11,7,2002,"11/7/2002",1,1,2,NA,"Fall","MO","K-8th","Yes","Lunch","43","Handgun","Adult"
10,29,2002,"10/29/2002",0,1,1,NA,"Fall","NJ","High School","Yes","Morning Classes","15","Handgun","Teen"
10,7,2002,"10/7/2002",0,1,1,NA,"Fall","MD","Middle school","Yes","School Start","17","Rifle","Teen"
10,4,2002,"10/4/2002",0,0,0,NA,"Fall","MT","High School","Yes","After School","18","Handgun","Teen"
10,4,2002,"10/4/2002",0,0,0,NA,"Fall","TX","High School","Yes","School Start","13","Handgun","Teen"
4,26,2002,"4/26/2002",1,0,1,NA,"Spring","LA","High School","No","Evening","38","Handgun","Adult"
4,6,2002,"4/6/2002",1,0,1,NA,"Spring","MD","Elementary","No","Night","Adult","Handgun","Adult"
3,22,2002,"3/22/2002",0,0,0,NA,"Spring","CA","Middle school","Yes","Morning Classes","13","Handgun","Teen"
2,7,2002,"2/7/2002",0,3,3,NA,"Winter","IL","High School","Yes","Dismissal","15","Handgun","Teen"
2,6,2002,"2/6/2002",0,2,2,NA,"Winter","CA","High School","Yes","Afternoon Classes","17","Handgun","Teen"
2,1,2002,"2/1/2002",0,2,2,NA,"Winter","TX","High School","No","After School","39","Handgun","Adult"
1,24,2002,"1/24/2002",0,0,0,NA,"Winter","PA","High School","Yes","Before School","63","Rifle","Adult"
1,15,2002,"1/15/2002",0,2,2,NA,"Winter","NY","High School","Yes","Afternoon Classes","18","Handgun","Teen"
11,30,2001,"11/30/2001",0,0,0,NA,"Fall","TX","High School","No","Before School","54","Handgun","Adult"
10,26,2001,"10/26/2001",0,1,1,NA,"Fall","MI","High School","Yes","Afternoon Classes","Teen","Handgun","Teen"
10,26,2001,"10/26/2001",0,1,1,NA,"Fall","CA","High School","Yes","Morning Classes","17","Handgun","Teen"
10,12,2001,"10/12/2001",0,0,0,NA,"Fall","UT","High School","Yes","Afternoon Classes","17","Handgun","Teen"
9,21,2001,"9/21/2001",0,1,1,NA,"Fall","MD","High School","Yes","Lunch","16","Handgun","Teen"
9,12,2001,"9/12/2001",1,0,1,NA,"Fall","KY","Elementary","Yes","Dismissal","30","Handgun","Adult"
7,30,2001,"7/30/2001",0,1,1,NA,"Summer","CA","High School","Yes","School Start",NA,"Handgun",NA
6,7,2001,"6/7/2001",1,0,1,NA,"Summer","TX","High School","No","Not a School Day","Adult","Handgun","Adult"
5,15,2001,"5/15/2001",0,0,0,NA,"Spring","TX","High School","Yes","Morning Classes","16","Handgun","Teen"
4,20,2001,"4/20/2001",0,0,0,NA,"Spring","LA","High School","Yes","School Start","14","Handgun","Teen"
4,10,2001,"4/10/2001",0,0,0,NA,"Spring","WA","High School","Yes",NA,"16","Rifle","Teen"
4,2,2001,"4/2/2001",0,0,0,NA,"Spring","TX","High School","Yes","Morning Classes","13","Handgun","Teen"
3,30,2001,"3/30/2001",1,0,1,NA,"Spring","IN","High School","No","School Start","17","Handgun","Teen"
3,7,2001,"3/7/2001",0,1,1,NA,"Spring","PA","High School","Yes","Lunch","14","Handgun","Teen"
3,7,2001,"3/7/2001",0,0,0,NA,"Spring","WA","High School","Yes",NA,"16","Handgun","Teen"
3,6,2001,"3/6/2001",0,1,1,NA,"Spring","MD","High School","No","After School","14","Handgun","Teen"
3,5,2001,"3/5/2001",2,13,15,NA,"Spring","CA","High School","Yes","Morning Classes","15","Handgun","Teen"
1,17,2001,"1/17/2001",1,0,1,NA,"Winter","MD","High School","Yes","Before School","19","Handgun","Adult"
1,10,2001,"1/10/2001",0,0,0,NA,"Winter","CA","High School","Yes","Lunch","17","Handgun","Teen"
1,3,2001,"1/3/2001",0,0,0,NA,"Winter","CA","High School","Yes","Morning Classes","15","Handgun","Teen"
12,1,2000,"12/1/2000",0,0,0,NA,"Winter","CA","High School","No","Before School","17","Handgun","Teen"
11,1,2000,"11/1/2000",0,0,0,NA,"Fall","TX","High School","Yes","Morning Classes","15","Handgun","Teen"
10,24,2000,"10/24/2000",0,0,0,NA,"Fall","AZ","Elementary","Yes","Morning Classes","14","Handgun","Teen"
9,26,2000,"9/26/2000",0,2,2,NA,"Fall","LA","Middle school","Yes","Lunch","13","Handgun","Teen"
9,26,2000,"9/26/2000",0,2,2,NA,"Fall","LA","Middle school","Yes","Lunch","15","Handgun","Teen"
9,18,2000,"9/18/2000",0,0,0,NA,"Fall","OH","Junior High","Yes",NA,"14","Handgun","Teen"
9,7,2000,"9/7/2000",1,0,1,NA,"Fall","IL","Elementary","No","Evening","19","Handgun","Adult"
7,17,2000,"7/17/2000",0,0,0,NA,"Summer","WA","Middle school","Yes","Lunch","13","Handgun","Teen"
5,26,2000,"5/26/2000",1,0,1,NA,"Spring","FL","Middle school","Yes","After School","13","Handgun","Teen"
5,10,2000,"5/10/2000",1,0,1,NA,"Spring","AZ","Elementary","Yes","Afternoon Classes","39","Handgun","Adult"
4,10,2000,"4/10/2000",0,0,0,NA,"Spring","AZ","Middle school","No","Before School","35","Handgun","Adult"
4,6,2000,"4/6/2000",0,1,1,NA,"Spring","OK","High School","Yes","Sport Event","35","Handgun","Adult"
3,23,2000,"3/23/2000",0,0,0,NA,"Spring","OH","Elementary","Yes","Morning Classes","13","Handgun","Teen"
2,29,2000,"2/29/2000",1,0,1,"National","Winter","MI","Elementary","Yes","Morning Classes","6","Handgun","Child"
2,14,2000,"2/14/2000",0,1,1,"Local","Winter","IL","Elementary","Yes","Afternoon Classes","12","Handgun","Teen"
2,10,2000,"2/10/2000",0,0,0,NA,"Winter","PA","Junior High","Yes","Dismissal","13","Handgun","Teen"
1,26,2000,"1/26/2000",0,0,0,"Local","Winter","CA","Elementary","Yes","School Start","13","Handgun","Teen"
1,20,2000,"1/20/2000",0,0,0,NA,"Winter","NC","High School","No","Evening","17","Rifle","Teen"
1,19,2000,"1/19/2000",1,0,1,NA,"Winter","FL","High School","Yes","After School","16","Handgun","Teen"
1,13,2000,"1/13/2000",0,0,0,NA,"Winter","NM","High School","Yes","Lunch","Teen","Handgun","Teen"
1,10,2000,"1/10/2000",0,0,0,NA,"Winter","AK","High School","No","After School","16","Handgun","Teen"
12,6,1999,"12/6/1999",0,5,5,NA,"Winter","OK","Middle school","Yes","School Start","13","Handgun","Teen"
11,19,1999,"11/19/1999",1,0,1,NA,"Fall","NM","Middle school","Yes","Lunch","13","Handgun","Teen"
11,17,1999,"11/17/1999",0,1,1,NA,"Fall","TX","High School","Yes","Before School","16","Rifle","Teen"
10,21,1999,"10/21/1999",0,1,1,NA,"Fall","CA","High School","No","After School","Teen","Handgun","Teen"
10,11,1999,"10/11/1999",0,2,2,NA,"Fall","NV","High School","No","After School","18","Handgun","Teen"
10,4,1999,"10/4/1999",0,1,1,NA,"Fall","SD","High School","Yes","Morning Classes","17","Handgun","Teen"
9,9,1999,"9/9/1999",0,0,0,NA,"Fall","CA","High School","Yes","Morning Classes","16","Handgun","Teen"
5,20,1999,"5/20/1999",0,6,6,NA,"Spring","GA","High School","Yes","Morning Classes","15","Handgun","Teen"
5,20,1999,"5/20/1999",0,6,6,NA,"Spring","GA","High School","Yes","Morning Classes","15","Rifle","Teen"
4,22,1999,"4/22/1999",1,0,1,NA,"Spring","GA","Middle school","No","Evening","17","Handgun","Teen"
4,22,1999,"4/22/1999",0,1,1,NA,"Spring","LA","Middle school","Yes","Lunch","14","Handgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","17","Handgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","17","Rifle","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","17","Shotgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","17","Shotgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","18","Handgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","18","Rifle","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","18","Shotgun","Teen"
4,20,1999,"4/20/1999",13,24,37,NA,"Spring","CO","High School","Yes","Morning Classes","18","Shotgun","Teen"
4,16,1999,"4/16/1999",0,0,0,NA,"Spring","ID","6th-12th","Yes","Unknown","16","Shotgun","Teen"
3,4,1999,"3/4/1999",0,1,1,NA,"Spring","IL","High School","No","Sport Event","26","Handgun","Adult"
2,11,1999,"2/11/1999",1,0,1,NA,"Winter","IL","High School","Yes","Afternoon Classes",NA,"Handgun",NA
1,21,1999,"1/21/1999",0,0,0,NA,"Winter","TX","High School","Yes","Morning Classes","16","Handgun","Teen"
1,14,1999,"1/14/1999",0,2,2,NA,"Winter","NY","High School","Yes","Morning Classes","16","Handgun","Teen"
1,8,1999,"1/8/1999",0,0,0,NA,"Winter","GA","High School","Yes","Morning Classes","15","Handgun","Teen"
1,8,1999,"1/8/1999",0,0,0,NA,"Winter","GA","High School","Yes","Morning Classes","17","Handgun","Teen"
12,11,1998,"12/11/1998",0,1,1,NA,"Winter","IN","Junior High","Yes","After School","Teen","Handgun","Teen"
12,3,1998,"12/3/1998",0,1,1,NA,"Winter","IN","Elementary","No","Evening","36","Handgun","Adult"
11,30,1998,"11/30/1998",0,0,0,NA,"Fall","NY","Middle school","Yes","Morning Classes","14","Handgun","Teen"
11,3,1998,"11/3/1998",1,0,1,NA,"Fall","PA","High School","Yes","Dismissal","19","Rifle","Adult"
11,3,1998,"11/3/1998",1,0,1,NA,"Fall","PA","High School","Yes","Dismissal","17","Rifle","Teen"
9,30,1998,"9/30/1998",0,0,0,NA,"Fall","FL","High School","Yes",NA,"17","Handgun","Teen"
6,15,1998,"6/15/1998",0,2,2,NA,"Summer","VA","High School","Yes","Morning Classes","15","Handgun","Teen"
5,29,1998,"5/29/1998",1,0,1,NA,"Spring","FL","High School","Yes","School Start","29","Handgun","Adult"
5,21,1998,"5/21/1998",0,0,0,NA,"Spring","WA","High School","No","Before School","14","Handgun","Teen"
5,21,1998,"5/21/1998",2,25,27,NA,"Spring","OR","High School","Yes","Before School","15","Handgun","Teen"
5,21,1998,"5/21/1998",2,25,27,NA,"Spring","OR","High School","Yes","Before School","15","Handgun","Teen"
5,21,1998,"5/21/1998",2,25,27,NA,"Spring","OR","High School","Yes","Before School","15","Rifle","Teen"
5,21,1998,"5/21/1998",0,0,0,NA,"Spring","CA","High School","Yes","School Start","15","Handgun","Teen"
5,19,1998,"5/19/1998",1,0,1,NA,"Spring","TN","High School","Yes","Dismissal","18","Rifle","Teen"
5,1,1998,"5/1/1998",1,1,2,NA,"Spring","NY","Elementary","Yes","Morning Classes","37","Handgun","Adult"
4,28,1998,"4/28/1998",0,1,1,NA,"Spring","WI","Elementary","No","After School","15","Handgun","Teen"
4,28,1998,"4/28/1998",1,2,3,NA,"Spring","CA","Elementary","No","After School","14","Handgun","Teen"
4,24,1998,"4/24/1998",1,3,4,NA,"Spring","PA","Middle school","No","School Event","14","Handgun","Teen"
4,9,1998,"4/9/1998",0,0,0,"National","Spring","ID","6th-12th","Yes","Morning Classes","14","Multiple Handguns","Teen"
3,31,1998,"3/31/1998",0,0,0,NA,"Spring","WI","Middle school","Yes",NA,"14","Rifle","Teen"
3,30,1998,"3/30/1998",0,0,0,NA,"Spring","NC","Middle school","Yes",NA,"13","Handgun","Teen"
3,25,1998,"3/25/1998",0,0,0,NA,"Spring","MI","High School","Yes","School Start","18","Shotgun","Teen"
3,25,1998,"3/25/1998",0,0,0,NA,"Spring","CA","Middle school","Yes","School Start","13","Handgun","Teen"
2,27,1998,"2/27/1998",1,0,1,NA,"Winter","VA","High School","Yes","Lunch","18","Rifle","Teen"
2,25,1998,"2/25/1998",0,0,0,NA,"Winter","MI","High School","Yes","School Start","14","Rifle","Teen"
2,12,1998,"2/12/1998",1,0,1,NA,"Winter","NJ","High School","No","After School","61","Handgun","Adult"
12,15,1997,"12/15/1997",0,2,2,NA,"Winter","AR","High School","Yes",NA,"14","Rifle","Teen"
12,1,1997,"12/1/1997",3,5,8,"National","Winter","KY","High School","Yes","Before School","14","Shotgun","Teen"
12,1,1997,"12/1/1997",3,5,8,"National","Winter","KY","High School","Yes","Before School","14","Shotgun","Teen"
11,13,1997,"11/13/1997",1,0,1,NA,"Fall","CA","Elementary","Yes","Dismissal","39","Handgun","Adult"
11,7,1997,"11/7/1997",1,1,2,NA,"Fall","FL","High School","Yes","School Start","18","Handgun","Teen"
10,22,1997,"10/22/1997",1,0,1,NA,"Fall","CA","High School","Yes","School Start","21","Handgun","Adult"
10,15,1997,"10/15/1997",0,1,1,NA,"Fall","FL","Middle school","Yes","Unknown","13","Shotgun","Teen"
10,14,1997,"10/14/1997",0,0,0,NA,"Fall","TX","High School","Yes",NA,"19","Handgun","Adult"
10,10,1997,"10/10/1997",1,2,3,NA,"Fall","IN","High School","No","Not a School Day","20","Handgun","Adult"
10,5,1997,"10/5/1997",0,1,1,NA,"Fall","OK","Junior High","No","Not a School Day",NA,"Handgun",NA
10,1,1997,"10/1/1997",2,7,9,NA,"Fall","MS","High School","Yes","Morning Classes","16","Rifle","Teen"
6,24,1997,"6/24/1997",1,0,1,NA,"Summer","AL","High School","Yes","Lunch","16","Handgun","Teen"
5,20,1997,"5/20/1997",0,1,1,NA,"Spring","OH","High School","Yes","Lunch","16","Handgun","Teen"
5,13,1997,"5/13/1997",0,1,1,NA,"Spring","FL","High School","Yes","Morning Classes","17","Handgun","Teen"
4,28,1997,"4/28/1997",1,0,1,NA,"Spring","CA","High School",NA,NA,"15","Handgun","Teen"
3,17,1997,"3/17/1997",1,0,1,NA,"Spring","MI","High School","Yes","Dismissal","15","Handgun","Teen"
2,21,1997,"2/21/1997",0,1,1,NA,"Winter","NV","High School","Yes","Dismissal","20","Handgun","Adult"
2,20,1997,"2/20/1997",0,0,0,NA,"Winter","FL","High School","No","After School","17","Handgun","Teen"
2,19,1997,"2/19/1997",2,2,4,NA,"Winter","AK","High School","Yes","School Start","16","Shotgun","Teen"
2,13,1997,"2/13/1997",0,1,1,NA,"Winter","NY","High School","Yes","Dismissal","Teen","Handgun","Teen"
2,13,1997,"2/13/1997",0,1,1,NA,"Winter","NY","High School","Yes","Morning Classes","17","Handgun","Teen"
2,6,1997,"2/6/1997",0,1,1,NA,"Winter","MS","High School","Yes","Before School","16","Handgun","Teen"
1,27,1997,"1/27/1997",1,0,1,NA,"Winter","FL","Middle school","Yes","Before School","13","Handgun","Teen"
1,8,1997,"1/8/1997",1,3,4,NA,"Winter","NY","High School","Yes","Afternoon Classes","18","Handgun","Teen"
1,8,1997,"1/8/1997",1,3,4,NA,"Winter","NY","High School","Yes","Afternoon Classes","18","Handgun","Teen"
1,8,1997,"1/8/1997",1,3,4,NA,"Winter","NY","High School","Yes","Afternoon Classes","21","Handgun","Adult"
11,27,1996,"11/27/1996",1,0,1,NA,"Fall","CA","High School","No","Evening",NA,"Handgun",NA
7,26,1996,"7/26/1996",0,2,2,NA,"Summer","CA","High School","Yes","Afternoon Classes","18","Handgun","Teen"
5,22,1996,"5/22/1996",1,0,1,NA,"Spring","CA","High School","Yes","Afternoon Classes","14","Handgun","Teen"
5,14,1996,"5/14/1996",0,1,1,NA,"Spring","UT","High School",NA,NA,"15","Handgun","Teen"
4,11,1996,"4/11/1996",1,0,1,NA,"Spring","AL","High School",NA,NA,"16","Shotgun","Teen"
3,19,1996,"3/19/1996",0,0,0,NA,"Spring","NV","Middle school","Yes","Morning Classes","Teen","Other","Teen"
3,11,1996,"3/11/1996",0,0,0,NA,"Spring","NC","High School","Yes","Afternoon Classes","15","Handgun","Teen"
2,29,1996,"2/29/1996",2,1,3,NA,"Winter","MO","High School","No","Before School","21","Handgun","Adult"
2,22,1996,"2/22/1996",1,0,1,NA,"Winter","GA","High School","No","Dismissal","15","Handgun","Teen"
2,2,1996,"2/2/1996",3,1,4,NA,"Winter","WA","Middle school","Yes","Afternoon Classes","14","Handgun","Teen"
2,2,1996,"2/2/1996",3,1,4,NA,"Winter","WA","Middle school","Yes","Afternoon Classes","14","Handgun","Teen"
2,2,1996,"2/2/1996",3,1,4,NA,"Winter","WA","Middle school","Yes","Afternoon Classes","14","Rifle","Teen"
1,26,1996,"1/26/1996",1,0,1,NA,"Winter","TN","High School","No","Sport Event","Adult","Handgun","Adult"
11,28,1995,"11/28/1995",1,0,1,NA,"Fall","NY","High School","Yes","Morning Classes",NA,"Handgun",NA
11,15,1995,"11/15/1995",2,1,3,NA,"Fall","TN","High School","Yes","School Start","17","Rifle","Teen"
10,30,1995,"10/30/1995",0,4,4,NA,"Fall","VA","High School","No","Dismissal","17","Handgun","Teen"
10,23,1995,"10/23/1995",0,0,0,NA,"Fall","FL","High School","Yes","School Start","16","Handgun","Teen"
10,12,1995,"10/12/1995",1,1,2,NA,"Fall","SC","High School","Yes","Morning Classes","16","Handgun","Teen"
